failed to get console mode for stdout: The handle is invalid.
failed to get console mode for stdout: The handle is invalid.

Exchange Binance has 1235 active pairs:
+---------------+----------------+----------+---------+----------+--------+----------+----------+------------+
|            Id |         Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|        INJTRY |        INJ/TRY |      INJ |     TRY |     True |   Spot |          |          |          1 |
|       INJTUSD |       INJ/TUSD |      INJ |    TUSD |     True |   Spot |          |          |          1 |
|       INJUSDC |       INJ/USDC |      INJ |    USDC |     True |   Spot |   Margin |          |          1 |
|       INJUSDT |       INJ/USDT |      INJ |    USDT |     True |   Spot |   Margin |          |          1 |
|       IOSTBTC |       IOST/BTC |     IOST |     BTC |     True |   Spot |          |          |          1 |
|      IOSTUSDT |      IOST/USDT |     IOST |    USDT |     True |   Spot |   Margin |          |          1 |
|       IOTABTC |       IOTA/BTC |     IOTA |     BTC |     True |   Spot |   Margin |          |          1 |
|       IOTAETH |       IOTA/ETH |     IOTA |     ETH |     True |   Spot |          |          |          1 |
|     IOTAFDUSD |     IOTA/FDUSD |     IOTA |   FDUSD |     True |   Spot |          |          |          1 |
|       IOTATRY |       IOTA/TRY |     IOTA |     TRY |     True |   Spot |          |          |          1 |
|      IOTAUSDT |      IOTA/USDT |     IOTA |    USDT |     True |   Spot |   Margin |          |          1 |
|       IOTXBTC |       IOTX/BTC |     IOTX |     BTC |     True |   Spot |   Margin |          |          1 |
|       IOTXETH |       IOTX/ETH |     IOTX |     ETH |     True |   Spot |   Margin |          |          1 |
|      IOTXUSDT |      IOTX/USDT |     IOTX |    USDT |     True |   Spot |   Margin |          |          1 |
|        IQUSDT |        IQ/USDT |       IQ |    USDT |     True |   Spot |   Margin |          |          1 |
|       IRISBTC |       IRIS/BTC |     IRIS |     BTC |     True |   Spot |          |          |          1 |
|      IRISUSDT |      IRIS/USDT |     IRIS |    USDT |     True |   Spot |   Margin |          |          1 |
|      JASMYTRY |      JASMY/TRY |    JASMY |     TRY |     True |   Spot |          |          |          1 |
|     JASMYUSDT |     JASMY/USDT |    JASMY |    USDT |     True |   Spot |   Margin |          |          1 |
|        JOEBTC |        JOE/BTC |      JOE |     BTC |     True |   Spot |   Margin |          |          1 |
|        JOETRY |        JOE/TRY |      JOE |     TRY |     True |   Spot |          |          |          1 |
|       JOEUSDT |       JOE/USDT |      JOE |    USDT |     True |   Spot |   Margin |          |          1 |
|        JSTBTC |        JST/BTC |      JST |     BTC |     True |   Spot |          |          |          1 |
|       JSTUSDT |       JST/USDT |      JST |    USDT |     True |   Spot |   Margin |          |          1 |
|      JTOFDUSD |      JTO/FDUSD |      JTO |   FDUSD |     True |   Spot |          |          |          1 |
|        JTOTRY |        JTO/TRY |      JTO |     TRY |     True |   Spot |          |          |          1 |
|       JTOUSDC |       JTO/USDC |      JTO |    USDC |     True |   Spot |          |          |          1 |
|       JTOUSDT |       JTO/USDT |      JTO |    USDT |     True |   Spot |   Margin |          |          1 |
|      JUPFDUSD |      JUP/FDUSD |      JUP |   FDUSD |     True |   Spot |          |          |          1 |
|        JUPTRY |        JUP/TRY |      JUP |     TRY |     True |   Spot |          |          |          1 |
|       JUPUSDC |       JUP/USDC |      JUP |    USDC |     True |   Spot |          |          |          1 |
|       JUPUSDT |       JUP/USDT |      JUP |    USDT |     True |   Spot |   Margin |          |          1 |
|        JUVTRY |        JUV/TRY |      JUV |     TRY |     True |   Spot |          |          |          1 |
|       JUVUSDT |       JUV/USDT |      JUV |    USDT |     True |   Spot |   Margin |          |          1 |
|       KAVABTC |       KAVA/BTC |     KAVA |     BTC |     True |   Spot |   Margin |          |          1 |
|      KAVAUSDT |      KAVA/USDT |     KAVA |    USDT |     True |   Spot |   Margin |          |          1 |
|        KDABTC |        KDA/BTC |      KDA |     BTC |     True |   Spot |          |          |          1 |
|       KDAUSDT |       KDA/USDT |      KDA |    USDT |     True |   Spot |   Margin |          |          1 |
|       KEYUSDT |       KEY/USDT |      KEY |    USDT |     True |   Spot |   Margin |          |          1 |
|       KLAYBTC |       KLAY/BTC |     KLAY |     BTC |     True |   Spot |          |          |          1 |
|      KLAYUSDT |      KLAY/USDT |     KLAY |    USDT |     True |   Spot |   Margin |          |          1 |
|        KMDBTC |        KMD/BTC |      KMD |     BTC |     True |   Spot |          |          |          1 |
|       KMDUSDT |       KMD/USDT |      KMD |    USDT |     True |   Spot |   Margin |          |          1 |
|        KNCBTC |        KNC/BTC |      KNC |     BTC |     True |   Spot |   Margin |          |          1 |
|       KNCUSDT |       KNC/USDT |      KNC |    USDT |     True |   Spot |   Margin |          |          1 |
|      KP3RUSDT |      KP3R/USDT |     KP3R |    USDT |     True |   Spot |   Margin |          |          1 |
|        KSMBTC |        KSM/BTC |      KSM |     BTC |     True |   Spot |   Margin |          |          1 |
|       KSMUSDT |       KSM/USDT |      KSM |    USDT |     True |   Spot |   Margin |          |          1 |
|      LAZIOBTC |      LAZIO/BTC |    LAZIO |     BTC |     True |   Spot |          |          |          1 |
|      LAZIOTRY |      LAZIO/TRY |    LAZIO |     TRY |     True |   Spot |          |          |          1 |
|     LAZIOUSDT |     LAZIO/USDT |    LAZIO |    USDT |     True |   Spot |   Margin |          |          1 |
|        LDOBTC |        LDO/BTC |      LDO |     BTC |     True |   Spot |          |          |          1 |
|      LDOFDUSD |      LDO/FDUSD |      LDO |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        LDOTRY |        LDO/TRY |      LDO |     TRY |     True |   Spot |          |          |          1 |
|       LDOUSDT |       LDO/USDT |      LDO |    USDT |     True |   Spot |   Margin |          |          1 |
|      LEVERTRY |      LEVER/TRY |    LEVER |     TRY |     True |   Spot |          |          |          1 |
|     LEVERUSDT |     LEVER/USDT |    LEVER |    USDT |     True |   Spot |   Margin |          |          1 |
|       LINABTC |       LINA/BTC |     LINA |     BTC |     True |   Spot |   Margin |          |          1 |
|      LINAUSDT |      LINA/USDT |     LINA |    USDT |     True |   Spot |   Margin |          |          1 |
|       LINKBNB |       LINK/BNB |     LINK |     BNB |     True |   Spot |          |          |          1 |
|       LINKBRL |       LINK/BRL |     LINK |     BRL |     True |   Spot |          |          |          1 |
|       LINKBTC |       LINK/BTC |     LINK |     BTC |     True |   Spot |   Margin |          |          1 |
|       LINKETH |       LINK/ETH |     LINK |     ETH |     True |   Spot |   Margin |          |          1 |
|       LINKEUR |       LINK/EUR |     LINK |     EUR |     True |   Spot |          |          |          1 |
|     LINKFDUSD |     LINK/FDUSD |     LINK |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       LINKTRY |       LINK/TRY |     LINK |     TRY |     True |   Spot |          |          |          1 |
|      LINKTUSD |      LINK/TUSD |     LINK |    TUSD |     True |   Spot |          |          |          1 |
|      LINKUSDC |      LINK/USDC |     LINK |    USDC |     True |   Spot |   Margin |          |          1 |
|      LINKUSDT |      LINK/USDT |     LINK |    USDT |     True |   Spot |   Margin |          |          1 |
|        LITBTC |        LIT/BTC |      LIT |     BTC |     True |   Spot |   Margin |          |          1 |
|       LITUSDT |       LIT/USDT |      LIT |    USDT |     True |   Spot |   Margin |          |          1 |
|       LOKABTC |       LOKA/BTC |     LOKA |     BTC |     True |   Spot |          |          |          1 |
|      LOKAUSDT |      LOKA/USDT |     LOKA |    USDT |     True |   Spot |   Margin |          |          1 |
|       LOOMBTC |       LOOM/BTC |     LOOM |     BTC |     True |   Spot |          |          |          1 |
|       LOOMTRY |       LOOM/TRY |     LOOM |     TRY |     True |   Spot |          |          |          1 |
|      LOOMUSDT |      LOOM/USDT |     LOOM |    USDT |     True |   Spot |   Margin |          |          1 |
|        LPTBNB |        LPT/BNB |      LPT |     BNB |     True |   Spot |          |          |          1 |
|        LPTBTC |        LPT/BTC |      LPT |     BTC |     True |   Spot |   Margin |          |          1 |
|        LPTTRY |        LPT/TRY |      LPT |     TRY |     True |   Spot |          |          |          1 |
|       LPTUSDT |       LPT/USDT |      LPT |    USDT |     True |   Spot |   Margin |          |          1 |
|       LQTYBTC |       LQTY/BTC |     LQTY |     BTC |     True |   Spot |          |          |          1 |
|     LQTYFDUSD |     LQTY/FDUSD |     LQTY |   FDUSD |     True |   Spot |          |          |          1 |
|      LQTYUSDT |      LQTY/USDT |     LQTY |    USDT |     True |   Spot |   Margin |          |          1 |
|        LRCBTC |        LRC/BTC |      LRC |     BTC |     True |   Spot |   Margin |          |          1 |
|        LRCETH |        LRC/ETH |      LRC |     ETH |     True |   Spot |          |          |          1 |
|        LRCTRY |        LRC/TRY |      LRC |     TRY |     True |   Spot |          |          |          1 |
|       LRCUSDT |       LRC/USDT |      LRC |    USDT |     True |   Spot |   Margin |          |          1 |
|        LSKBTC |        LSK/BTC |      LSK |     BTC |     True |   Spot |          |          |          1 |
|        LSKETH |        LSK/ETH |      LSK |     ETH |     True |   Spot |          |          |          1 |
|       LSKUSDT |       LSK/USDT |      LSK |    USDT |     True |   Spot |   Margin |          |          1 |
|        LTCBNB |        LTC/BNB |      LTC |     BNB |     True |   Spot |          |          |          1 |
|        LTCBRL |        LTC/BRL |      LTC |     BRL |     True |   Spot |          |          |          1 |
|        LTCBTC |        LTC/BTC |      LTC |     BTC |     True |   Spot |   Margin |          |          1 |
|        LTCETH |        LTC/ETH |      LTC |     ETH |     True |   Spot |   Margin |          |          1 |
|        LTCEUR |        LTC/EUR |      LTC |     EUR |     True |   Spot |          |          |          1 |
|      LTCFDUSD |      LTC/FDUSD |      LTC |   FDUSD |     True |   Spot |   Margin |          |          1 |
|        LTCTRY |        LTC/TRY |      LTC |     TRY |     True |   Spot |          |          |          1 |
|       LTCTUSD |       LTC/TUSD |      LTC |    TUSD |     True |   Spot |          |          |          1 |
|       LTCUSDC |       LTC/USDC |      LTC |    USDC |     True |   Spot |   Margin |          |          1 |
|       LTCUSDT |       LTC/USDT |      LTC |    USDT |     True |   Spot |   Margin |          |          1 |
|        LTOBTC |        LTO/BTC |      LTO |     BTC |     True |   Spot |          |          |          1 |
|       LTOUSDT |       LTO/USDT |      LTO |    USDT |     True |   Spot |   Margin |          |          1 |
|       LUNATRY |       LUNA/TRY |     LUNA |     TRY |     True |   Spot |          |          |          1 |
|      LUNAUSDT |      LUNA/USDT |     LUNA |    USDT |     True |   Spot |   Margin |          |          1 |
|       LUNCTRY |       LUNC/TRY |     LUNC |     TRY |     True |   Spot |          |          |          1 |
|      LUNCUSDT |      LUNC/USDT |     LUNC |    USDT |     True |   Spot |   Margin |          |          1 |
|      MAGICBTC |      MAGIC/BTC |    MAGIC |     BTC |     True |   Spot |          |          |          1 |
|    MAGICFDUSD |    MAGIC/FDUSD |    MAGIC |   FDUSD |     True |   Spot |          |          |          1 |
|      MAGICTRY |      MAGIC/TRY |    MAGIC |     TRY |     True |   Spot |          |          |          1 |
|     MAGICUSDT |     MAGIC/USDT |    MAGIC |    USDT |     True |   Spot |   Margin |          |          1 |
|       MANABTC |       MANA/BTC |     MANA |     BTC |     True |   Spot |   Margin |          |          1 |
|       MANAETH |       MANA/ETH |     MANA |     ETH |     True |   Spot |          |          |          1 |
|       MANATRY |       MANA/TRY |     MANA |     TRY |     True |   Spot |          |          |          1 |
|      MANAUSDT |      MANA/USDT |     MANA |    USDT |     True |   Spot |   Margin |          |          1 |
|      MANTABNB |      MANTA/BNB |    MANTA |     BNB |     True |   Spot |          |          |          1 |
|      MANTABTC |      MANTA/BTC |    MANTA |     BTC |     True |   Spot |          |          |          1 |
|    MANTAFDUSD |    MANTA/FDUSD |    MANTA |   FDUSD |     True |   Spot |          |          |          1 |
|      MANTATRY |      MANTA/TRY |    MANTA |     TRY |     True |   Spot |          |          |          1 |
|     MANTAUSDC |     MANTA/USDC |    MANTA |    USDC |     True |   Spot |          |          |          1 |
|     MANTAUSDT |     MANTA/USDT |    MANTA |    USDT |     True |   Spot |   Margin |          |          1 |
|       MASKBNB |       MASK/BNB |     MASK |     BNB |     True |   Spot |          |          |          1 |
|       MASKTRY |       MASK/TRY |     MASK |     TRY |     True |   Spot |          |          |          1 |
|      MASKUSDT |      MASK/USDT |     MASK |    USDT |     True |   Spot |   Margin |          |          1 |
|      MATICBNB |      MATIC/BNB |    MATIC |     BNB |     True |   Spot |          |          |          1 |
|      MATICBRL |      MATIC/BRL |    MATIC |     BRL |     True |   Spot |          |          |          1 |
|      MATICBTC |      MATIC/BTC |    MATIC |     BTC |     True |   Spot |   Margin |          |          1 |
|      MATICETH |      MATIC/ETH |    MATIC |     ETH |     True |   Spot |          |          |          1 |
|      MATICEUR |      MATIC/EUR |    MATIC |     EUR |     True |   Spot |          |          |          1 |
|    MATICFDUSD |    MATIC/FDUSD |    MATIC |   FDUSD |     True |   Spot |   Margin |          |          1 |
|      MATICTRY |      MATIC/TRY |    MATIC |     TRY |     True |   Spot |          |          |          1 |
|     MATICTUSD |     MATIC/TUSD |    MATIC |    TUSD |     True |   Spot |          |          |          1 |
|     MATICUSDC |     MATIC/USDC |    MATIC |    USDC |     True |   Spot |   Margin |          |          1 |
|     MATICUSDT |     MATIC/USDT |    MATIC |    USDT |     True |   Spot |   Margin |          |          1 |
|        MAVBTC |        MAV/BTC |      MAV |     BTC |     True |   Spot |          |          |          1 |
|        MAVTRY |        MAV/TRY |      MAV |     TRY |     True |   Spot |          |          |          1 |
|       MAVTUSD |       MAV/TUSD |      MAV |    TUSD |     True |   Spot |          |          |          1 |
|       MAVUSDT |       MAV/USDT |      MAV |    USDT |     True |   Spot |   Margin |          |          1 |
|       MBLUSDT |       MBL/USDT |      MBL |    USDT |     True |   Spot |   Margin |          |          1 |
|       MBOXBTC |       MBOX/BTC |     MBOX |     BTC |     True |   Spot |          |          |          1 |
|       MBOXTRY |       MBOX/TRY |     MBOX |     TRY |     True |   Spot |          |          |          1 |
|      MBOXUSDT |      MBOX/USDT |     MBOX |    USDT |     True |   Spot |          |          |          1 |
|        MDTBTC |        MDT/BTC |      MDT |     BTC |     True |   Spot |          |          |          1 |
|       MDTUSDT |       MDT/USDT |      MDT |    USDT |     True |   Spot |   Margin |          |          1 |
|        MDXBTC |        MDX/BTC |      MDX |     BTC |     True |   Spot |   Margin |          |          1 |
|       MDXUSDT |       MDX/USDT |      MDX |    USDT |     True |   Spot |   Margin |          |          1 |
|       MEMEBNB |       MEME/BNB |     MEME |     BNB |     True |   Spot |          |          |          1 |
|       MEMEETH |       MEME/ETH |     MEME |     ETH |     True |   Spot |          |          |          1 |
|     MEMEFDUSD |     MEME/FDUSD |     MEME |   FDUSD |     True |   Spot |          |          |          1 |
|       MEMETRY |       MEME/TRY |     MEME |     TRY |     True |   Spot |          |          |          1 |
|      MEMETUSD |      MEME/TUSD |     MEME |    TUSD |     True |   Spot |          |          |          1 |
|      MEMEUSDT |      MEME/USDT |     MEME |    USDT |     True |   Spot |   Margin |          |          1 |
|      METISBTC |      METIS/BTC |    METIS |     BTC |     True |   Spot |          |          |          1 |
|    METISFDUSD |    METIS/FDUSD |    METIS |   FDUSD |     True |   Spot |          |          |          1 |
|      METISTRY |      METIS/TRY |    METIS |     TRY |     True |   Spot |          |          |          1 |
|     METISUSDT |     METIS/USDT |    METIS |    USDT |     True |   Spot |   Margin |          |          1 |
|       MINABTC |       MINA/BTC |     MINA |     BTC |     True |   Spot |   Margin |          |          1 |
|       MINATRY |       MINA/TRY |     MINA |     TRY |     True |   Spot |          |          |          1 |
|      MINAUSDT |      MINA/USDT |     MINA |    USDT |     True |   Spot |   Margin |          |          1 |
|        MKRBTC |        MKR/BTC |      MKR |     BTC |     True |   Spot |   Margin |          |          1 |
|        MKRTRY |        MKR/TRY |      MKR |     TRY |     True |   Spot |          |          |          1 |
|       MKRUSDT |       MKR/USDT |      MKR |    USDT |     True |   Spot |   Margin |          |          1 |
|        MLNBTC |        MLN/BTC |      MLN |     BTC |     True |   Spot |          |          |          1 |
|       MLNUSDT |       MLN/USDT |      MLN |    USDT |     True |   Spot |   Margin |          |          1 |
|       MOVRBTC |       MOVR/BTC |     MOVR |     BTC |     True |   Spot |          |          |          1 |
|       MOVRTRY |       MOVR/TRY |     MOVR |     TRY |     True |   Spot |          |          |          1 |
|      MOVRUSDT |      MOVR/USDT |     MOVR |    USDT |     True |   Spot |   Margin |          |          1 |
|        MTLBTC |        MTL/BTC |      MTL |     BTC |     True |   Spot |   Margin |          |          1 |
|        MTLTRY |        MTL/TRY |      MTL |     TRY |     True |   Spot |          |          |          1 |
|       MTLUSDT |       MTL/USDT |      MTL |    USDT |     True |   Spot |   Margin |          |          1 |
|       NEARBNB |       NEAR/BNB |     NEAR |     BNB |     True |   Spot |          |          |          1 |
|       NEARBTC |       NEAR/BTC |     NEAR |     BTC |     True |   Spot |   Margin |          |          1 |
|       NEARETH |       NEAR/ETH |     NEAR |     ETH |     True |   Spot |          |          |          1 |
|       NEAREUR |       NEAR/EUR |     NEAR |     EUR |     True |   Spot |          |          |          1 |
|     NEARFDUSD |     NEAR/FDUSD |     NEAR |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       NEARTRY |       NEAR/TRY |     NEAR |     TRY |     True |   Spot |          |          |          1 |
|      NEARUSDC |      NEAR/USDC |     NEAR |    USDC |     True |   Spot |   Margin |          |          1 |
|      NEARUSDT |      NEAR/USDT |     NEAR |    USDT |     True |   Spot |   Margin |          |          1 |
|        NEOBTC |        NEO/BTC |      NEO |     BTC |     True |   Spot |   Margin |          |          1 |
|        NEOTRY |        NEO/TRY |      NEO |     TRY |     True |   Spot |          |          |          1 |
|       NEOUSDT |       NEO/USDT |      NEO |    USDT |     True |   Spot |   Margin |          |          1 |
|       NEXOBTC |       NEXO/BTC |     NEXO |     BTC |     True |   Spot |          |          |          1 |
|      NEXOUSDT |      NEXO/USDT |     NEXO |    USDT |     True |   Spot |   Margin |          |          1 |
|        NFPBNB |        NFP/BNB |      NFP |     BNB |     True |   Spot |          |          |          1 |
|        NFPBTC |        NFP/BTC |      NFP |     BTC |     True |   Spot |          |          |          1 |
|      NFPFDUSD |      NFP/FDUSD |      NFP |   FDUSD |     True |   Spot |          |          |          1 |
|        NFPTRY |        NFP/TRY |      NFP |     TRY |     True |   Spot |          |          |          1 |
|       NFPTUSD |       NFP/TUSD |      NFP |    TUSD |     True |   Spot |          |          |          1 |
|       NFPUSDT |       NFP/USDT |      NFP |    USDT |     True |   Spot |   Margin |          |          1 |
|        NKNBTC |        NKN/BTC |      NKN |     BTC |     True |   Spot |   Margin |          |          1 |
|       NKNUSDT |       NKN/USDT |      NKN |    USDT |     True |   Spot |   Margin |          |          1 |
|        NMRBTC |        NMR/BTC |      NMR |     BTC |     True |   Spot |   Margin |          |          1 |
|       NMRUSDT |       NMR/USDT |      NMR |    USDT |     True |   Spot |   Margin |          |          1 |
|       NTRNBNB |       NTRN/BNB |     NTRN |     BNB |     True |   Spot |          |          |          1 |
|       NTRNBTC |       NTRN/BTC |     NTRN |     BTC |     True |   Spot |          |          |          1 |
|       NTRNTRY |       NTRN/TRY |     NTRN |     TRY |     True |   Spot |          |          |          1 |
|      NTRNUSDT |      NTRN/USDT |     NTRN |    USDT |     True |   Spot |   Margin |          |          1 |
|       NULSBTC |       NULS/BTC |     NULS |     BTC |     True |   Spot |   Margin |          |          1 |
|      NULSUSDT |      NULS/USDT |     NULS |    USDT |     True |   Spot |   Margin |          |          1 |
|        OAXBTC |        OAX/BTC |      OAX |     BTC |     True |   Spot |          |          |          1 |
|       OAXUSDT |       OAX/USDT |      OAX |    USDT |     True |   Spot |   Margin |          |          1 |
|      OCEANBNB |      OCEAN/BNB |    OCEAN |     BNB |     True |   Spot |          |          |          1 |
|      OCEANBTC |      OCEAN/BTC |    OCEAN |     BTC |     True |   Spot |   Margin |          |          1 |
|      OCEANTRY |      OCEAN/TRY |    OCEAN |     TRY |     True |   Spot |          |          |          1 |
|     OCEANUSDT |     OCEAN/USDT |    OCEAN |    USDT |     True |   Spot |   Margin |          |          1 |
|         OGBTC |         OG/BTC |       OG |     BTC |     True |   Spot |          |          |          1 |
|         OGTRY |         OG/TRY |       OG |     TRY |     True |   Spot |          |          |          1 |
|        OGUSDT |        OG/USDT |       OG |    USDT |     True |   Spot |   Margin |          |          1 |
|        OGNBTC |        OGN/BTC |      OGN |     BTC |     True |   Spot |   Margin |          |          1 |
|        OGNTRY |        OGN/TRY |      OGN |     TRY |     True |   Spot |          |          |          1 |
|       OGNUSDT |       OGN/USDT |      OGN |    USDT |     True |   Spot |   Margin |          |          1 |
|         OMBTC |         OM/BTC |       OM |     BTC |     True |   Spot |          |          |          1 |
|         OMTRY |         OM/TRY |       OM |     TRY |     True |   Spot |          |          |          1 |
|        OMUSDT |        OM/USDT |       OM |    USDT |     True |   Spot |   Margin |          |          1 |
|       OMGUSDT |       OMG/USDT |      OMG |    USDT |     True |   Spot |   Margin |          |          1 |
|        ONEBTC |        ONE/BTC |      ONE |     BTC |     True |   Spot |   Margin |          |          1 |
|        ONETRY |        ONE/TRY |      ONE |     TRY |     True |   Spot |          |          |          1 |
|       ONEUSDT |       ONE/USDT |      ONE |    USDT |     True |   Spot |   Margin |          |          1 |
|        ONGBTC |        ONG/BTC |      ONG |     BTC |     True |   Spot |          |          |          1 |
|       ONGUSDT |       ONG/USDT |      ONG |    USDT |     True |   Spot |   Margin |          |          1 |
|        ONTBTC |        ONT/BTC |      ONT |     BTC |     True |   Spot |   Margin |          |          1 |
|        ONTTRY |        ONT/TRY |      ONT |     TRY |     True |   Spot |          |          |          1 |
|       ONTUSDT |       ONT/USDT |      ONT |    USDT |     True |   Spot |   Margin |          |          1 |
|      OOKIUSDT |      OOKI/USDT |     OOKI |    USDT |     True |   Spot |   Margin |          |          1 |
|         OPBNB |         OP/BNB |       OP |     BNB |     True |   Spot |          |          |          1 |
|         OPBTC |         OP/BTC |       OP |     BTC |     True |   Spot |          |          |          1 |
|         OPETH |         OP/ETH |       OP |     ETH |     True |   Spot |          |          |          1 |
|         OPEUR |         OP/EUR |       OP |     EUR |     True |   Spot |          |          |          1 |
|       OPFDUSD |       OP/FDUSD |       OP |   FDUSD |     True |   Spot |   Margin |          |          1 |
|         OPTRY |         OP/TRY |       OP |     TRY |     True |   Spot |          |          |          1 |
|        OPUSDC |        OP/USDC |       OP |    USDC |     True |   Spot |   Margin |          |          1 |
|        OPUSDT |        OP/USDT |       OP |    USDT |     True |   Spot |   Margin |          |          1 |
|       ORDIBTC |       ORDI/BTC |     ORDI |     BTC |     True |   Spot |          |          |          1 |
|     ORDIFDUSD |     ORDI/FDUSD |     ORDI |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       ORDITRY |       ORDI/TRY |     ORDI |     TRY |     True |   Spot |          |          |          1 |
|      ORDITUSD |      ORDI/TUSD |     ORDI |    TUSD |     True |   Spot |          |          |          1 |
|      ORDIUSDC |      ORDI/USDC |     ORDI |    USDC |     True |   Spot |   Margin |          |          1 |
|      ORDIUSDT |      ORDI/USDT |     ORDI |    USDT |     True |   Spot |   Margin |          |          1 |
|        ORNBTC |        ORN/BTC |      ORN |     BTC |     True |   Spot |   Margin |          |          1 |
|       ORNUSDT |       ORN/USDT |      ORN |    USDT |     True |   Spot |   Margin |          |          1 |
|       OSMOBTC |       OSMO/BTC |     OSMO |     BTC |     True |   Spot |          |          |          1 |
|      OSMOUSDT |      OSMO/USDT |     OSMO |    USDT |     True |   Spot |   Margin |          |          1 |
|        OXTBTC |        OXT/BTC |      OXT |     BTC |     True |   Spot |          |          |          1 |
|       OXTUSDT |       OXT/USDT |      OXT |    USDT |     True |   Spot |   Margin |          |          1 |
|       PAXGBTC |       PAXG/BTC |     PAXG |     BTC |     True |   Spot |          |          |          1 |
|       PAXGTRY |       PAXG/TRY |     PAXG |     TRY |     True |   Spot |          |          |          1 |
|      PAXGUSDT |      PAXG/USDT |     PAXG |    USDT |     True |   Spot |   Margin |          |          1 |
|        PDABTC |        PDA/BTC |      PDA |     BTC |     True |   Spot |          |          |          1 |
|       PDAUSDT |       PDA/USDT |      PDA |    USDT |     True |   Spot |   Margin |          |          1 |
|     PENDLEBTC |     PENDLE/BTC |   PENDLE |     BTC |     True |   Spot |          |          |          1 |
|   PENDLEFDUSD |   PENDLE/FDUSD |   PENDLE |   FDUSD |     True |   Spot |          |          |          1 |
|     PENDLETRY |     PENDLE/TRY |   PENDLE |     TRY |     True |   Spot |          |          |          1 |
|    PENDLEUSDC |    PENDLE/USDC |   PENDLE |    USDC |     True |   Spot |   Margin |          |          1 |
|    PENDLEUSDT |    PENDLE/USDT |   PENDLE |    USDT |     True |   Spot |   Margin |          |          1 |
|     PEOPLEBTC |     PEOPLE/BTC |   PEOPLE |     BTC |     True |   Spot |   Margin |          |          1 |
|    PEOPLEUSDT |    PEOPLE/USDT |   PEOPLE |    USDT |     True |   Spot |   Margin |          |          1 |
|     PEPEFDUSD |     PEPE/FDUSD |     PEPE |   FDUSD |     True |   Spot |   Margin |          |          1 |
|       PEPETRY |       PEPE/TRY |     PEPE |     TRY |     True |   Spot |          |          |          1 |
|      PEPETUSD |      PEPE/TUSD |     PEPE |    TUSD |     True |   Spot |          |          |          1 |
|      PEPEUSDC |      PEPE/USDC |     PEPE |    USDC |     True |   Spot |   Margin |          |          1 |
|      PEPEUSDT |      PEPE/USDT |     PEPE |    USDT |     True |   Spot |   Margin |          |          1 |
|       PERPBTC |       PERP/BTC |     PERP |     BTC |     True |   Spot |          |          |          1 |
|      PERPUSDT |      PERP/USDT |     PERP |    USDT |     True |   Spot |   Margin |          |          1 |
|        PHABTC |        PHA/BTC |      PHA |     BTC |     True |   Spot |          |          |          1 |
|       PHAUSDT |       PHA/USDT |      PHA |    USDT |     True |   Spot |   Margin |          |          1 |
|        PHBBTC |        PHB/BTC |      PHB |     BTC |     True |   Spot |          |          |          1 |
|       PHBUSDT |       PHB/USDT |      PHB |    USDT |     True |   Spot |   Margin |          |          1 |
|       PIVXBTC |       PIVX/BTC |     PIVX |     BTC |     True |   Spot |          |          |          1 |
|      PIVXUSDT |      PIVX/USDT |     PIVX |    USDT |     True |   Spot |   Margin |          |          1 |
|      PIXELBNB |      PIXEL/BNB |    PIXEL |     BNB |     True |   Spot |          |          |          1 |
|      PIXELBTC |      PIXEL/BTC |    PIXEL |     BTC |     True |   Spot |          |          |          1 |
|    PIXELFDUSD |    PIXEL/FDUSD |    PIXEL |   FDUSD |     True |   Spot |          |          |          1 |
|      PIXELTRY |      PIXEL/TRY |    PIXEL |     TRY |     True |   Spot |          |          |          1 |
|     PIXELUSDC |     PIXEL/USDC |    PIXEL |    USDC |     True |   Spot |          |          |          1 |
|     PIXELUSDT |     PIXEL/USDT |    PIXEL |    USDT |     True |   Spot |   Margin |          |          1 |
|      POLSUSDT |      POLS/USDT |     POLS |    USDT |     True |   Spot |   Margin |          |          1 |
|      POLYXBTC |      POLYX/BTC |    POLYX |     BTC |     True |   Spot |          |          |          1 |
|     POLYXUSDT |     POLYX/USDT |    POLYX |    USDT |     True |   Spot |   Margin |          |          1 |
|       PONDBTC |       POND/BTC |     POND |     BTC |     True |   Spot |   Margin |          |          1 |
|      PONDUSDT |      POND/USDT |     POND |    USDT |     True |   Spot |   Margin |          |          1 |
|     PORTALBNB |     PORTAL/BNB |   PORTAL |     BNB |     True |   Spot |          |          |          1 |
|     PORTALBTC |     PORTAL/BTC |   PORTAL |     BTC |     True |   Spot |          |          |          1 |
|   PORTALFDUSD |   PORTAL/FDUSD |   PORTAL |   FDUSD |     True |   Spot |          |          |          1 |
|     PORTALTRY |     PORTAL/TRY |   PORTAL |     TRY |     True |   Spot |          |          |          1 |
|    PORTALUSDT |    PORTAL/USDT |   PORTAL |    USDT |     True |   Spot |   Margin |          |          1 |
|      PORTOBTC |      PORTO/BTC |    PORTO |     BTC |     True |   Spot |          |          |          1 |
|      PORTOTRY |      PORTO/TRY |    PORTO |     TRY |     True |   Spot |          |          |          1 |
